"user_id","birthdate","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date","age","age_range"
"206011","1984-08-04","F","false","true","usa","kansas city","MCI","39.297","-94.714","2022-06-07","39 years 19 days","26-39"
"216796","2001-07-09","F","false","false","usa","cincinnati","CVG","39.046","-84.662","2022-06-16","22 years 1 mon 14 days","18-25"
"217114","2004-05-28","O","true","true","usa","long beach","LGB","33.818","-118.151","2022-06-17","19 years 2 mons 26 days","18-25"
"217136","1985-04-18","F","false","true","usa","little rock","LIT","34.729","-92.224","2022-06-17","38 years 4 mons 5 days","26-39"
"220725","1983-07-28","F","false","false","usa","stockton","SCK","37.894","-121.239","2022-06-20","40 years 26 days","26-39"
"224996","1981-03-07","F","false","true","canada","halifax","YHZ","44.881","-63.509","2022-06-23","42 years 5 mons 16 days","40-54"
"226367","1980-10-21","F","false","false","usa","washington","IAD","38.944","-77.456","2022-06-25","42 years 10 mons 2 days","40-54"
"228195","1997-02-26","F","false","true","usa","los angeles","LAX","33.942","-118.408","2022-06-26","26 years 5 mons 25 days","18-25"
"228872","1989-03-22","M","false","false","usa","san antonio","RND","29.529","-98.279","2022-06-27","34 years 5 mons 1 day","26-39"
"229009","2006-08-27","F","false","false","usa","stockton","SCK","37.894","-121.239","2022-06-27","16 years 11 mons 27 days","0-17"
"229108","1998-05-28","F","false","false","usa","burlington","BTV","44.472","-73.153","2022-06-27","25 years 2 mons 26 days","18-25"
"229330","1976-11-08","F","true","false","usa","colorado springs","COS","38.806","-104.7","2022-06-27","46 years 9 mons 15 days","40-54"
"232647","2006-04-11","F","false","false","usa","birmingham","BHM","33.563","-86.753","2022-06-30","17 years 4 mons 12 days","0-17"
"249521","1964-07-23","F","true","true","canada","ottawa","YOW","45.323","-75.669","2022-07-15","59 years 1 mon","55-64"
"252835","1986-01-20","F","false","true","usa","chicago","ORD","41.979","-87.904","2022-07-18","37 years 7 mons 3 days","26-39"
"258451","2000-12-10","F","false","false","usa","miami","OPF","25.907","-80.278","2022-07-22","22 years 8 mons 13 days","18-25"
"264470","1978-11-05","F","false","true","usa","bakersfield","BFL","35.433","-119.057","2022-07-27","44 years 9 mons 18 days","40-54"
"276512","1982-08-27","F","true","true","usa","austin","AUS","30.194","-97.67","2022-08-06","40 years 11 mons 27 days","26-39"
"281952","1987-01-23","F","false","false","usa","louisville","LOU","38.228","-85.664","2022-08-11","36 years 7 mons","26-39"
"283325","1973-05-15","F","true","false","usa","dallas","DAL","32.847","-96.852","2022-08-12","50 years 3 mons 8 days","40-54"
"290123","1983-04-08","F","true","false","usa","houston","HOU","29.645","-95.279","2022-08-18","40 years 4 mons 15 days","26-39"
"297546","1972-12-05","F","true","false","usa","new york","JFK","40.64","-73.779","2022-08-24","50 years 8 mons 18 days","40-54"
"298253","1977-08-01","F","true","true","usa","los angeles","LAX","33.942","-118.408","2022-08-24","46 years 22 days","40-54"
"299476","1985-05-19","F","true","false","usa","atlanta","ATL","33.64","-84.427","2022-08-25","38 years 3 mons 4 days","26-39"
"306165","2003-04-13","F","false","false","usa","cleveland","CLE","41.412","-81.85","2022-08-31","20 years 4 mons 10 days","18-25"
"306819","1964-04-02","F","true","true","usa","new york","JFK","40.64","-73.779","2022-09-01","59 years 4 mons 21 days","55-64"
"312488","1993-06-27","M","true","false","usa","new york","JFK","40.64","-73.779","2022-09-05","30 years 1 mon 26 days","26-39"
"313724","1972-05-13","F","false","false","usa","tulsa","TUL","36.198","-95.888","2022-09-06","51 years 3 mons 10 days","40-54"
"316527","1982-07-17","F","true","true","canada","winnipeg","YWG","49.91","-97.234","2022-09-08","41 years 1 mon 6 days","40-54"
"317688","1983-05-19","F","false","true","usa","indianapolis","IND","39.717","-86.294","2022-09-09","40 years 3 mons 4 days","26-39"
"322867","1977-12-07","F","false","false","usa","mobile","BFM","30.626","-88.068","2022-09-14","45 years 8 mons 16 days","40-54"
"324191","1984-05-27","F","false","false","usa","san diego","SAN","32.733","-117.189","2022-09-15","39 years 2 mons 27 days","26-39"
"328590","1968-07-23","F","false","false","usa","san diego","NZY","32.699","-117.215","2022-09-18","55 years 1 mon","40-54"
"330764","1985-02-06","F","false","false","usa","detroit","DET","42.409","-83.01","2022-09-20","38 years 6 mons 17 days","26-39"
"330893","1980-12-16","F","true","true","usa","oklahoma city","OKC","35.393","-97.601","2022-09-20","42 years 8 mons 7 days","40-54"
"331039","1979-08-02","F","true","true","canada","london","YXU","43.036","-81.154","2022-09-20","44 years 21 days","40-54"
"334787","1971-04-27","F","false","false","usa","minneapolis","MSP","44.88","-93.217","2022-09-23","52 years 3 mons 26 days","40-54"
"337227","1989-06-25","F","true","false","usa","santa ana","SNA","33.676","-117.868","2022-09-25","34 years 1 mon 28 days","26-39"
"338086","1983-12-13","F","false","true","usa","washington","IAD","38.944","-77.456","2022-09-25","39 years 8 mons 10 days","26-39"
"340166","1973-05-17","M","true","true","usa","san francisco","SFO","37.619","-122.375","2022-09-27","50 years 3 mons 6 days","40-54"
"343928","1959-01-26","F","true","false","usa","el paso","BIF","31.849","-106.38","2022-09-30","64 years 6 mons 28 days","55-64"
"347778","1974-07-20","F","false","false","usa","las vegas","LSV","36.236","-115.034","2022-10-03","49 years 1 mon 3 days","40-54"
"348817","1995-08-07","F","false","false","canada","calgary","YYC","51.114","-114.02","2022-10-04","28 years 16 days","26-39"
"348863","1957-01-13","F","true","false","usa","san antonio","SKF","29.384","-98.581","2022-10-04","66 years 7 mons 10 days","65+"
"349132","1975-06-17","F","false","false","usa","cincinnati","CVG","39.046","-84.662","2022-10-04","48 years 2 mons 6 days","40-54"
"350648","2006-03-02","F","false","false","usa","lincoln","LNK","40.851","-96.759","2022-10-05","17 years 5 mons 21 days","0-17"
"353271","1997-09-05","F","false","true","usa","milwaukee","MKE","42.947","-87.896","2022-10-07","25 years 11 mons 18 days","18-25"
"353694","1984-06-17","F","false","true","usa","new york","LGA","40.777","-73.872","2022-10-07","39 years 2 mons 6 days","26-39"
"354050","1974-05-28","F","false","false","usa","detroit","DET","42.409","-83.01","2022-10-07","49 years 2 mons 26 days","40-54"
"354260","1974-09-27","F","false","false","usa","providence","PVD","41.724","-71.428","2022-10-07","48 years 10 mons 26 days","40-54"
"354311","1978-07-12","F","true","false","usa","tucson","DMA","32.166","-110.883","2022-10-08","45 years 1 mon 11 days","40-54"
"354950","1970-10-19","M","true","false","usa","amarillo","AMA","35.219","-101.706","2022-10-08","52 years 10 mons 4 days","40-54"
"356046","1989-10-17","F","false","false","canada","ottawa","YOW","45.323","-75.669","2022-10-09","33 years 10 mons 6 days","26-39"
"357737","1982-10-04","F","true","true","usa","san diego","SAN","32.733","-117.189","2022-10-10","40 years 10 mons 19 days","40-54"
"359072","1972-12-09","F","true","true","canada","montreal","YUL","45.468","-73.741","2022-10-11","50 years 8 mons 14 days","40-54"
"359080","1982-05-09","F","true","false","usa","new york","JFK","40.64","-73.779","2022-10-11","41 years 3 mons 14 days","40-54"
"359653","1968-12-26","M","false","false","canada","victoria","YYJ","48.647","-123.426","2022-10-12","54 years 7 mons 28 days","40-54"
"361459","1982-09-16","F","true","true","usa","houston","EFD","29.607","-95.159","2022-10-13","40 years 11 mons 7 days","40-54"
"361759","1971-08-14","F","true","false","canada","winnipeg","YWG","49.91","-97.234","2022-10-13","52 years 9 days","40-54"
"363535","1993-05-15","F","false","false","usa","charlotte","CLT","35.214","-80.943","2022-10-14","30 years 3 mons 8 days","26-39"
"365825","1979-05-10","F","false","false","usa","los angeles","LAX","33.942","-118.408","2022-10-16","44 years 3 mons 13 days","40-54"
"371201","1996-01-16","M","false","true","usa","new york","JFK","40.64","-73.779","2022-10-20","27 years 7 mons 7 days","26-39"
"372970","1990-04-01","F","false","false","usa","charlotte","CLT","35.214","-80.943","2022-10-21","33 years 4 mons 22 days","26-39"
"373489","1986-12-08","F","true","true","usa","wichita","ICT","37.65","-97.433","2022-10-21","36 years 8 mons 15 days","26-39"
"374331","1981-12-01","M","false","false","usa","milwaukee","MKE","42.947","-87.896","2022-10-22","41 years 8 mons 22 days","40-54"
"374340","1989-06-26","F","true","false","usa","new york","LGA","40.777","-73.872","2022-10-22","34 years 1 mon 27 days","26-39"
"374341","1998-07-15","F","false","false","usa","detroit","YIP","42.238","-83.53","2022-10-22","25 years 1 mon 8 days","18-25"
"375160","2003-11-23","F","false","false","usa","houston","EFD","29.607","-95.159","2022-10-22","19 years 9 mons","18-25"
"375729","1971-04-12","F","false","false","usa","atlanta","ATL","33.64","-84.427","2022-10-23","52 years 4 mons 11 days","40-54"
"375751","1974-02-09","F","true","false","usa","cleveland","CLE","41.412","-81.85","2022-10-23","49 years 6 mons 14 days","40-54"
"376159","1982-01-24","F","false","false","usa","long beach","LGB","33.818","-118.151","2022-10-23","41 years 6 mons 30 days","40-54"
"377069","1956-03-06","F","true","false","usa","new york","LGA","40.777","-73.872","2022-10-24","67 years 5 mons 17 days","65+"
"377411","1986-05-24","F","true","false","canada","montreal","YMX","45.68","-74.039","2022-10-24","37 years 2 mons 30 days","26-39"
"378565","1983-09-27","F","true","true","usa","nashville","BNA","36.124","-86.678","2022-10-25","39 years 10 mons 26 days","26-39"
"379543","1968-01-06","F","true","false","usa","san jose","SJC","37.362","-121.929","2022-10-25","55 years 7 mons 17 days","40-54"
"380434","1974-07-02","F","true","true","usa","oklahoma city","TIK","35.415","-97.386","2022-10-26","49 years 1 mon 21 days","40-54"
"380436","1979-11-04","F","false","false","usa","new york","LGA","40.777","-73.872","2022-10-26","43 years 9 mons 19 days","40-54"
"380757","1977-12-19","F","false","true","usa","los angeles","LAX","33.942","-118.408","2022-10-26","45 years 8 mons 4 days","40-54"
"380874","1970-02-17","F","true","false","usa","louisville","LOU","38.228","-85.664","2022-10-26","53 years 6 mons 6 days","40-54"
"380949","1978-02-03","F","false","false","usa","san antonio","SAT","29.534","-98.47","2022-10-26","45 years 6 mons 20 days","40-54"
"381259","2002-12-04","F","false","true","usa","san diego","SAN","32.733","-117.189","2022-10-26","20 years 8 mons 19 days","18-25"
"381465","1990-07-19","F","false","false","usa","san antonio","SAT","29.534","-98.47","2022-10-26","33 years 1 mon 4 days","26-39"
"382181","1987-12-26","F","true","false","canada","halifax","YHZ","44.881","-63.509","2022-10-27","35 years 7 mons 28 days","26-39"
"382384","1967-06-15","F","true","false","usa","st. petersburg","PIE","27.911","-82.687","2022-10-27","56 years 2 mons 8 days","55-64"
"382533","2006-04-14","F","false","false","usa","long beach","LGB","33.818","-118.151","2022-10-27","17 years 4 mons 9 days","0-17"
"385689","1974-10-08","F","false","true","usa","nashville","BNA","36.124","-86.678","2022-10-29","48 years 10 mons 15 days","40-54"
"386255","1992-04-05","F","false","true","usa","mobile","BFM","30.626","-88.068","2022-10-30","31 years 4 mons 18 days","26-39"
"386469","2006-10-16","F","false","false","usa","stockton","SCK","37.894","-121.239","2022-10-30","16 years 10 mons 7 days","0-17"
"386914","1977-12-08","F","true","true","canada","hamilton","YHM","43.173","-79.935","2022-10-30","45 years 8 mons 15 days","40-54"
"387282","1993-12-18","F","false","true","usa","amarillo","AMA","35.219","-101.706","2022-10-30","29 years 8 mons 5 days","26-39"
"387783","1970-08-23","M","true","true","usa","oakland","OAK","37.721","-122.221","2022-10-31","53 years","40-54"
"388328","1973-11-28","F","true","true","canada","toronto","YYZ","43.677","-79.631","2022-10-31","49 years 8 mons 25 days","40-54"
"388767","1979-09-13","F","true","true","usa","tallahassee","TLH","30.396","-84.35","2022-10-31","43 years 11 mons 10 days","40-54"
"388947","1983-11-06","M","false","false","usa","new york","LGA","40.777","-73.872","2022-10-31","39 years 9 mons 17 days","26-39"
"389434","1982-05-03","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-01","41 years 3 mons 20 days","40-54"
"389662","1985-08-09","F","false","false","usa","fresno","FAT","36.776","-119.718","2022-11-01","38 years 14 days","26-39"
"389759","1991-06-02","F","false","true","usa","anchorage","ANC","61.174","-149.996","2022-11-01","32 years 2 mons 21 days","26-39"
"390811","1983-07-26","F","false","false","usa","los angeles","LAX","33.942","-118.408","2022-11-01","40 years 28 days","26-39"
"392453","1966-06-11","F","false","false","usa","el paso","ELP","31.807","-106.378","2022-11-02","57 years 2 mons 12 days","55-64"
"395202","1997-09-27","F","false","false","usa","san jose","SJC","37.362","-121.929","2022-11-04","25 years 10 mons 26 days","18-25"
"395981","1972-08-17","F","true","false","canada","vancouver","YVR","49.195","-123.182","2022-11-04","51 years 6 days","40-54"
"396552","1979-01-06","F","true","false","canada","london","YXU","43.036","-81.154","2022-11-05","44 years 7 mons 17 days","40-54"
"399137","1970-08-24","F","true","false","usa","dallas","DAL","32.847","-96.852","2022-11-07","52 years 11 mons 30 days","40-54"
"399218","1980-05-25","F","true","true","usa","fort worth","FTW","32.82","-97.362","2022-11-07","43 years 2 mons 29 days","40-54"
"399799","1969-03-07","F","true","false","canada","toronto","YTZ","43.627","-79.396","2022-11-07","54 years 5 mons 16 days","40-54"
"400275","1968-05-27","F","true","true","usa","phoenix","LUF","33.535","-112.383","2022-11-07","55 years 2 mons 27 days","40-54"
"400582","1991-12-21","F","true","false","usa","chicago","ORD","41.979","-87.904","2022-11-07","31 years 8 mons 2 days","26-39"
"400899","1978-09-18","F","true","false","canada","quebec","YQB","46.788","-71.398","2022-11-08","44 years 11 mons 5 days","40-54"
"401245","1996-01-15","F","false","false","usa","omaha","OFF","41.118","-95.913","2022-11-08","27 years 7 mons 8 days","26-39"
"402332","1992-01-10","F","false","false","usa","sacramento","MCC","38.667","-121.401","2022-11-08","31 years 7 mons 13 days","26-39"
"402978","1972-08-02","F","true","false","usa","milwaukee","MKE","42.947","-87.896","2022-11-09","51 years 21 days","40-54"
"403881","1980-04-03","F","false","false","usa","san diego","NZY","32.699","-117.215","2022-11-09","43 years 4 mons 20 days","40-54"
"404879","1985-06-18","F","true","false","usa","newark","EWR","40.692","-74.169","2022-11-10","38 years 2 mons 5 days","26-39"
"405305","1979-01-18","F","true","true","usa","san francisco","SFO","37.619","-122.375","2022-11-10","44 years 7 mons 5 days","40-54"
"406210","2002-12-02","F","false","true","usa","anchorage","ANC","61.174","-149.996","2022-11-11","20 years 8 mons 21 days","18-25"
"407118","1971-12-26","F","true","false","usa","new york","JFK","40.64","-73.779","2022-11-11","51 years 7 mons 28 days","40-54"
"407250","1987-07-25","F","false","false","usa","laredo","LRD","27.544","-99.461","2022-11-11","36 years 29 days","26-39"
"407275","1982-03-28","F","false","false","usa","philadelphia","PNE","40.082","-75.011","2022-11-11","41 years 4 mons 26 days","40-54"
"407434","1971-09-09","F","true","true","canada","halifax","YAW","44.64","-63.499","2022-11-11","51 years 11 mons 14 days","40-54"
"407642","1994-09-22","F","false","false","canada","hamilton","YHM","43.173","-79.935","2022-11-11","28 years 11 mons 1 day","26-39"
"408551","1980-10-24","F","true","true","usa","chicago","UGN","42.422","-87.868","2022-11-12","42 years 9 mons 30 days","40-54"
"409073","1981-09-06","F","true","false","usa","sacramento","MCC","38.667","-121.401","2022-11-12","41 years 11 mons 17 days","40-54"
"411179","1972-11-19","F","false","false","usa","san jose","SJC","37.362","-121.929","2022-11-14","50 years 9 mons 4 days","40-54"
"411701","1983-12-14","F","false","false","canada","calgary","YYC","51.114","-114.02","2022-11-14","39 years 8 mons 9 days","26-39"
"413128","1995-01-02","F","false","false","canada","hamilton","YHM","43.173","-79.935","2022-11-15","28 years 7 mons 21 days","26-39"
"413340","1976-09-06","F","true","true","usa","nashville","BNA","36.124","-86.678","2022-11-15","46 years 11 mons 17 days","40-54"
"413418","1969-09-04","F","false","false","usa","knoxville","TYS","35.812","-83.993","2022-11-15","53 years 11 mons 19 days","40-54"
"413658","1972-09-04","F","true","true","usa","philadelphia","PNE","40.082","-75.011","2022-11-15","50 years 11 mons 19 days","40-54"
"414128","1996-06-25","F","false","false","usa","seattle","BFI","47.53","-122.302","2022-11-15","27 years 1 mon 28 days","26-39"
"415282","1982-05-19","F","true","true","usa","portland","PWM","43.646","-70.309","2022-11-16","41 years 3 mons 4 days","40-54"
"415381","1978-03-13","F","true","false","usa","chicago","UGN","42.422","-87.868","2022-11-16","45 years 5 mons 10 days","40-54"
"415581","1981-12-11","F","true","false","usa","new york","JFK","40.64","-73.779","2022-11-16","41 years 8 mons 12 days","40-54"
"416319","1969-01-02","F","true","false","usa","new york","LGA","40.777","-73.872","2022-11-16","54 years 7 mons 21 days","40-54"
"416580","1980-08-08","F","false","false","usa","fort worth","FTW","32.82","-97.362","2022-11-16","43 years 15 days","40-54"
"417679","1986-11-15","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-17","36 years 9 mons 8 days","26-39"
"418329","1974-09-14","M","false","true","usa","detroit","DET","42.409","-83.01","2022-11-17","48 years 11 mons 9 days","40-54"
"418488","1985-11-16","F","true","false","canada","toronto","YYZ","43.677","-79.631","2022-11-17","37 years 9 mons 7 days","26-39"
"418692","1984-10-09","F","false","false","usa","fort worth","FTW","32.82","-97.362","2022-11-17","38 years 10 mons 14 days","26-39"
"420648","1971-06-21","F","true","true","usa","portland","PDX","45.589","-122.597","2022-11-18","52 years 2 mons 2 days","40-54"
"420669","1973-02-04","F","true","true","canada","calgary","YYC","51.114","-114.02","2022-11-18","50 years 6 mons 19 days","40-54"
"421247","1981-12-20","F","true","true","usa","memphis","MEM","35.042","-89.977","2022-11-19","41 years 8 mons 3 days","40-54"
"421515","1992-12-03","F","false","false","canada","winnipeg","YAV","50.056","-97.032","2022-11-19","30 years 8 mons 20 days","26-39"
"421666","1994-05-02","F","false","true","usa","washington","IAD","38.944","-77.456","2022-11-19","29 years 3 mons 21 days","26-39"
"421700","1983-06-02","F","false","true","usa","richmond","RIC","37.505","-77.319","2022-11-19","40 years 2 mons 21 days","26-39"
"421870","1994-06-25","M","true","true","usa","little rock","LIT","34.729","-92.224","2022-11-19","29 years 1 mon 28 days","26-39"
"422066","1968-09-22","F","true","true","usa","cincinnati","CVG","39.046","-84.662","2022-11-19","54 years 11 mons 1 day","40-54"
"422668","2006-05-18","F","false","false","usa","houston","HOU","29.645","-95.279","2022-11-20","17 years 3 mons 5 days","0-17"
"423042","1981-07-10","F","false","true","canada","ottawa","YOW","45.323","-75.669","2022-11-20","42 years 1 mon 13 days","40-54"
"423413","2006-06-27","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-20","17 years 1 mon 26 days","0-17"
"424553","1975-01-14","F","true","false","usa","oklahoma city","TIK","35.415","-97.386","2022-11-21","48 years 7 mons 9 days","40-54"
"425632","1978-10-14","F","true","false","usa","tampa","MCF","27.849","-82.521","2022-11-21","44 years 10 mons 9 days","40-54"
"425653","2004-01-07","M","false","true","usa","portland","PDX","45.589","-122.597","2022-11-21","19 years 7 mons 16 days","18-25"
"425953","1986-04-24","F","true","false","usa","nashville","BNA","36.124","-86.678","2022-11-22","37 years 3 mons 29 days","26-39"
"425966","1968-02-05","F","true","false","usa","las vegas","LAS","36.08","-115.152","2022-11-22","55 years 6 mons 18 days","40-54"
"426478","1998-08-23","F","false","false","canada","hamilton","YHM","43.173","-79.935","2022-11-22","25 years","18-25"
"427426","1987-09-04","F","false","false","usa","san diego","SAN","32.733","-117.189","2022-11-22","35 years 11 mons 19 days","26-39"
"427506","1969-06-07","F","true","true","usa","norfolk","ORF","36.894","-76.201","2022-11-22","54 years 2 mons 16 days","40-54"
"428056","1986-10-21","M","false","false","canada","vancouver","YVR","49.195","-123.182","2022-11-23","36 years 10 mons 2 days","26-39"
"428552","1987-03-04","F","true","false","usa","new york","LGA","40.777","-73.872","2022-11-23","36 years 5 mons 19 days","26-39"
"428858","2003-03-13","F","false","false","usa","san diego","NZY","32.699","-117.215","2022-11-23","20 years 5 mons 10 days","18-25"
"429345","1958-02-05","M","true","true","usa","tallahassee","TLH","30.396","-84.35","2022-11-23","65 years 6 mons 18 days","55-64"
"429375","1990-04-18","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-23","33 years 4 mons 5 days","26-39"
"430722","1995-11-11","M","false","false","usa","mobile","BFM","30.626","-88.068","2022-11-24","27 years 9 mons 12 days","26-39"
"431144","1972-10-22","F","true","false","usa","cincinnati","CVG","39.046","-84.662","2022-11-24","50 years 10 mons 1 day","40-54"
"431337","1986-04-12","F","false","false","usa","miami","MIA","25.793","-80.291","2022-11-24","37 years 4 mons 11 days","26-39"
"431602","1987-02-25","F","false","false","usa","tacoma","TCM","47.138","-122.476","2022-11-25","36 years 5 mons 26 days","26-39"
"431746","1983-08-10","F","false","false","usa","des moines","DSM","41.534","-93.663","2022-11-25","40 years 13 days","26-39"
"431899","1980-04-23","F","true","false","usa","seattle","SEA","47.449","-122.309","2022-11-25","43 years 4 mons","40-54"
"431912","1988-08-27","F","false","true","usa","detroit","DET","42.409","-83.01","2022-11-25","34 years 11 mons 27 days","26-39"
"432333","1974-06-23","F","true","true","usa","milwaukee","MKE","42.947","-87.896","2022-11-25","49 years 2 mons","40-54"
"432637","1987-05-27","F","false","true","usa","san antonio","SAT","29.534","-98.47","2022-11-25","36 years 2 mons 27 days","26-39"
"432941","1983-07-18","F","false","false","usa","anchorage","MRI","61.214","-149.846","2022-11-25","40 years 1 mon 5 days","26-39"
"433080","1980-02-18","F","true","false","usa","colorado springs","COS","38.806","-104.7","2022-11-26","43 years 6 mons 5 days","40-54"
"433339","1998-06-10","F","false","true","usa","detroit","DET","42.409","-83.01","2022-11-26","25 years 2 mons 13 days","18-25"
"433905","1998-05-26","F","false","false","usa","new york","LGA","40.777","-73.872","2022-11-26","25 years 2 mons 28 days","18-25"
"434238","1973-11-28","F","true","true","usa","indianapolis","IND","39.717","-86.294","2022-11-26","49 years 8 mons 25 days","40-54"
"434623","1989-07-20","F","false","false","canada","montreal","YHU","45.517","-73.417","2022-11-26","34 years 1 mon 3 days","26-39"
"435231","1993-11-24","F","false","false","canada","toronto","YZD","43.742","-79.466","2022-11-27","29 years 8 mons 29 days","26-39"
"435596","1970-11-28","F","false","false","usa","houston","EFD","29.607","-95.159","2022-11-27","52 years 8 mons 25 days","40-54"
"435669","1979-07-26","F","false","true","usa","tampa","MCF","27.849","-82.521","2022-11-27","44 years 28 days","40-54"
"435837","1972-08-16","F","false","false","usa","new orleans","MSY","29.993","-90.258","2022-11-27","51 years 7 days","40-54"
"435882","1972-11-19","F","true","false","usa","washington","DCA","38.852","-77.037","2022-11-27","50 years 9 mons 4 days","40-54"
"436320","1974-08-09","F","true","true","usa","milwaukee","MKE","42.947","-87.896","2022-11-27","49 years 14 days","40-54"
"436894","1982-04-26","F","true","false","usa","louisville","LOU","38.228","-85.664","2022-11-28","41 years 3 mons 27 days","40-54"
"437069","1981-02-02","F","false","false","usa","tucson","DMA","32.166","-110.883","2022-11-28","42 years 6 mons 21 days","40-54"
"437162","1993-07-23","F","false","false","usa","madison","MSN","43.14","-89.337","2022-11-28","30 years 1 mon","26-39"
"437251","1980-09-28","F","false","false","canada","london","YXU","43.036","-81.154","2022-11-28","42 years 10 mons 25 days","40-54"
"437539","1978-03-02","F","false","false","usa","nashville","BNA","36.124","-86.678","2022-11-28","45 years 5 mons 21 days","40-54"
"437549","1984-05-13","F","false","false","usa","new orleans","NBG","29.825","-90.035","2022-11-28","39 years 3 mons 10 days","26-39"
"438189","1987-10-07","F","true","false","usa","fort worth","FTW","32.82","-97.362","2022-11-28","35 years 10 mons 16 days","26-39"
"438406","1980-10-11","F","false","false","usa","los angeles","LAX","33.942","-118.408","2022-11-28","42 years 10 mons 12 days","40-54"
"438551","1987-08-04","F","true","true","usa","charlotte","CLT","35.214","-80.943","2022-11-29","36 years 19 days","26-39"
"438596","1999-12-13","F","false","false","usa","oklahoma city","OKC","35.393","-97.601","2022-11-29","23 years 8 mons 10 days","18-25"
"438839","1974-05-09","F","false","true","usa","new york","JFK","40.64","-73.779","2022-11-29","49 years 3 mons 14 days","40-54"
"438937","1986-08-28","F","false","false","usa","sacramento","SMF","38.695","-121.591","2022-11-29","36 years 11 mons 26 days","26-39"
"438985","1994-03-18","F","false","false","usa","new york","JFK","40.64","-73.779","2022-11-29","29 years 5 mons 5 days","26-39"
"438995","2000-05-17","F","false","false","usa","tallahassee","TLH","30.396","-84.35","2022-11-29","23 years 3 mons 6 days","18-25"
