user_id,sign_up_date,age,gender,married,has_children,home_country,home_city,age_group,segment_label
473467,2022-12-17,41,F,True,False,usa,austin,35-49,1-night free hotel with a flight
473568,2022-12-17,48,F,True,True,usa,new york,35-49,Exclusive discounts
473712,2022-12-17,44,F,False,False,usa,chicago,35-49,1-night free hotel with a flight
473847,2022-12-17,30,F,False,True,usa,chicago,19-34,Exclusive discounts
474007,2022-12-17,16,F,False,False,usa,chicago,0-18,Exclusive discounts
474261,2022-12-17,32,F,False,False,canada,toronto,19-34,Free checked bag
474278,2022-12-17,23,F,False,False,usa,portland,19-34,Exclusive discounts
474384,2022-12-17,40,F,True,False,usa,indianapolis,35-49,1-night free hotel with a flight
474464,2022-12-17,55,F,True,False,usa,new york,50-64,Free hotel meal
474546,2022-12-17,51,F,True,False,usa,memphis,50-64,Free hotel meal
474951,2022-12-17,36,F,False,False,usa,jacksonville,35-49,1-night free hotel with a flight
474980,2022-12-17,39,F,True,False,usa,columbus,35-49,1-night free hotel with a flight
475060,2022-12-17,30,F,False,False,usa,new york,19-34,No cancellation fees
475130,2022-12-17,45,F,True,True,usa,milwaukee,35-49,1-night free hotel with a flight
475467,2022-12-17,34,F,False,False,usa,san antonio,19-34,No cancellation fees
475531,2022-12-17,36,F,False,False,usa,detroit,35-49,1-night free hotel with a flight
476081,2022-12-18,55,F,True,True,usa,el paso,50-64,1-night free hotel with a flight
476104,2022-12-18,48,F,False,True,usa,san jose,35-49,1-night free hotel with a flight
476124,2022-12-18,33,F,False,False,canada,edmonton,19-34,Free hotel meal
476173,2022-12-18,22,F,False,False,usa,amarillo,19-34,Free checked bag
476270,2022-12-18,49,M,False,False,canada,edmonton,35-49,1-night free hotel with a flight
476393,2022-12-18,50,F,True,False,canada,calgary,50-64,Free checked bag
476436,2022-12-18,40,F,True,True,usa,dallas,35-49,1-night free hotel with a flight
476535,2022-12-18,47,F,False,True,canada,vancouver,35-49,1-night free hotel with a flight
476665,2022-12-18,37,F,True,False,usa,detroit,35-49,1-night free hotel with a flight
476693,2022-12-18,35,F,False,False,usa,los angeles,35-49,1-night free hotel with a flight
476714,2022-12-18,43,F,False,False,usa,columbus,35-49,1-night free hotel with a flight
476742,2022-12-18,47,M,False,True,usa,orlando,35-49,Free checked bag
476916,2022-12-18,31,F,False,True,usa,louisville,19-34,Exclusive discounts
476956,2022-12-18,26,F,False,False,canada,montreal,19-34,1-night free hotel with a flight
477285,2022-12-18,50,F,True,False,usa,akron,50-64,No cancellation fees
477316,2022-12-18,37,F,False,False,usa,new york,35-49,1-night free hotel with a flight
477597,2022-12-19,46,F,True,True,usa,san diego,35-49,1-night free hotel with a flight
477730,2022-12-19,44,F,False,False,usa,san diego,35-49,1-night free hotel with a flight
477805,2022-12-19,32,F,False,False,usa,nashville,19-34,Exclusive discounts
478003,2022-12-19,52,M,True,False,usa,cleveland,50-64,No cancellation fees
478146,2022-12-19,47,F,True,False,usa,dallas,35-49,Exclusive discounts
478188,2022-12-19,28,M,False,False,usa,denver,19-34,1-night free hotel with a flight
478228,2022-12-19,25,M,True,False,canada,halifax,19-34,Free checked bag
478291,2022-12-19,45,F,True,True,usa,new york,35-49,Free checked bag
478533,2022-12-19,46,F,True,False,usa,phoenix,35-49,Free checked bag
478585,2022-12-19,45,F,False,False,usa,los angeles,35-49,1-night free hotel with a flight
478801,2022-12-19,48,F,True,False,usa,wichita,35-49,1-night free hotel with a flight
478834,2022-12-19,39,M,False,True,usa,st. petersburg,35-49,Exclusive discounts
479071,2022-12-19,35,F,False,False,usa,baltimore,35-49,1-night free hotel with a flight
479078,2022-12-19,16,M,False,False,usa,san francisco,0-18,Free checked bag
479101,2022-12-19,34,F,False,True,canada,toronto,19-34,1-night free hotel with a flight
479254,2022-12-19,42,F,True,False,canada,montreal,35-49,1-night free hotel with a flight
479785,2022-12-20,36,M,True,True,usa,tulsa,35-49,Exclusive discounts
480186,2022-12-20,22,F,False,False,usa,san jose,19-34,Exclusive discounts
480313,2022-12-20,46,F,True,False,usa,los angeles,35-49,Exclusive discounts
480331,2022-12-20,39,F,True,False,usa,phoenix,35-49,1-night free hotel with a flight
480690,2022-12-20,45,F,False,False,usa,louisville,35-49,1-night free hotel with a flight
480796,2022-12-20,39,F,False,True,usa,anchorage,35-49,Free checked bag
480877,2022-12-20,46,F,True,False,usa,columbus,35-49,1-night free hotel with a flight
480975,2022-12-20,69,F,True,False,canada,montreal,65+,Exclusive discounts
481050,2022-12-20,45,F,True,True,usa,houston,35-49,1-night free hotel with a flight
481245,2022-12-20,45,F,False,False,usa,new york,35-49,1-night free hotel with a flight
481292,2022-12-20,31,F,False,False,usa,san jose,19-34,1-night free hotel with a flight
481358,2022-12-20,16,F,False,False,usa,dallas,0-18,Exclusive discounts
481554,2022-12-21,45,F,True,False,usa,anchorage,35-49,Free checked bag
481622,2022-12-21,40,F,True,False,canada,london,35-49,1-night free hotel with a flight
481772,2022-12-21,32,F,False,False,usa,oakland,19-34,Free checked bag
481781,2022-12-21,73,F,False,False,usa,los angeles,65+,Free hotel meal
482264,2022-12-21,41,F,True,True,usa,wichita,35-49,1-night free hotel with a flight
482335,2022-12-21,41,F,False,False,usa,houston,35-49,No cancellation fees
